IDADE_codes,RENDA_codes,CONSUMO_codes,LATITUDE_codes,LONGITUDE_codes,CLUSTER
15.382022471910112,0.0,15.380952380952381,860.5040585495676,74.95688622754491,3
18.1123595505618,1.0,4.523809523809524,659.7985362608117,570.2590818363274,1
39.95505617977528,1.0,15.380952380952381,863.5370592149035,229.77178975382566,3
37.224719101123604,2.0,9.95238095238095,179.79321357285428,216.84856952761143,0
17.202247191011235,2.0,1.8095238095238095,863.1414504324684,364.54251497005987,3
22.66292134831461,2.0,15.380952380952381,787.9757817697937,391.4439121756487,3
15.382022471910112,0.0,9.95238095238095,906.1309381237526,536.2367265469062,1
36.31460674157304,2.0,1.8095238095238095,193.63952095808384,316.14637391882894,0
19.932584269662918,0.0,1.8095238095238095,88.27571523619427,95.00106453759147,2
19.932584269662918,0.0,1.8095238095238095,933.8235528942116,7.17591483699268,3
59.97752808988764,1.0,9.95238095238095,687.2274118429807,847.1852295409182,1
27.213483146067414,2.0,15.380952380952381,200.76047904191617,363.09194943446437,0
9.921348314606742,0.0,1.8095238095238095,861.954624085163,547.3137724550899,1
25.393258426966295,1.0,18.095238095238095,570.7865602129075,427.57618097139056,0
30.85393258426966,0.0,15.380952380952381,833.8664005322688,867.0975382568197,1
39.95505617977528,1.0,18.095238095238095,652.6775781769794,590.9626081170992,1
20.842696629213485,0.0,9.95238095238095,149.0675981370592,613.6441783100465,2
-1.0,1.0,15.380952380952381,473.59866932801066,263.79414504324683,2
23.573033707865168,0.0,15.380952380952381,193.9032601463739,348.85003326679976,2
44.50561797752809,2.0,15.380952380952381,246.25548902195607,342.78403193612775,0
16.292134831460675,0.0,15.380952380952381,190.07904191616765,518.6980705256154,2
10.831460674157304,0.0,9.95238095238095,270.6513639387891,474.38988689288084,2
46.325842696629216,0.0,9.047619047619047,530.6982035928144,381.55369261477045,2
22.66292134831461,1.0,18.095238095238095,619.4464404524285,626.6992681304059,1
15.382022471910112,0.0,9.95238095238095,208.40891550232868,538.0829008649367,2
16.292134831460675,1.0,9.95238095238095,-1.0,-1.0,2
13.561797752808989,1.0,1.8095238095238095,116.1001996007984,932.7685961410511,1
22.66292134831461,2.0,15.380952380952381,-1.0,-1.0,0
23.573033707865168,2.0,18.095238095238095,200.6286094477711,364.27877578176975,0
8.101123595505618,2.0,1.8095238095238095,857.3391882900864,596.7648702594811,3
18.1123595505618,0.0,15.380952380952381,-0.20878243512974046,474.5217564870259,2
20.842696629213485,1.0,1.8095238095238095,809.6023952095809,736.2829008649369,1
29.03370786516854,3.0,1.8095238095238095,471.22501663339983,257.46440452428476,0
40.86516853932585,3.0,15.380952380952381,553.2479041916168,435.7520958083832,0
14.47191011235955,2.0,15.380952380952381,-1.0,-1.0,0
37.224719101123604,0.0,15.380952380952381,192.9801729873586,616.9409181636727,2
19.932584269662918,0.0,15.380952380952381,62.03366600133067,81.81410512308716,2
15.382022471910112,1.0,18.095238095238095,794.701131071191,113.06719893546241,3
42.68539325842696,2.0,15.380952380952381,709.6452428476381,916.5486360612109,0
21.75280898876405,2.0,15.380952380952381,253.5083166999335,345.28955422488355,0
20.842696629213485,1.0,15.380952380952381,606.7869594145044,619.5783100465736,1
28.123595505617978,1.0,15.380952380952381,82.07784431137723,101.72641383898868,2
32.67415730337079,0.0,15.380952380952381,619.1827012641385,597.5560878243513,1
66.34831460674158,2.0,15.380952380952381,576.5888223552895,414.5210911510312,0
36.31460674157304,0.0,9.95238095238095,322.6079840319361,656.5017964071857,1
54.516853932584276,3.0,18.095238095238095,555.2259481037925,427.1805721889554,0
40.86516853932585,0.0,1.8095238095238095,931.7136393878909,9.15395874916833,3
20.842696629213485,2.0,15.380952380952381,0.05495675316034591,499.44510978043917,0
39.044943820224724,2.0,1.8095238095238095,19.70352628077179,484.8075848303393,0
29.03370786516854,0.0,1.8095238095238095,462.521623419827,273.1568862275449,2
38.13483146067416,1.0,1.8095238095238095,552.8522954091817,417.4222222222222,0
41.775280898876396,1.0,15.380952380952381,555.0940785096474,425.5981370592149,0
28.123595505617978,0.0,15.380952380952381,148.01264138389888,151.57312042581503,2
20.842696629213485,1.0,15.380952380952381,606.6550898203593,633.5564870259481,1
19.022471910112362,0.0,5.428571428571429,70.0777112441783,81.55036593479707,2
29.03370786516854,0.0,1.8095238095238095,174.9140385894877,453.2907518296739,2
20.842696629213485,0.0,1.8095238095238095,498.2582834331338,206.82648037258815,2
32.67415730337079,0.0,15.380952380952381,724.810246174318,886.2186294078509,1
9.921348314606742,0.0,15.380952380952381,862.4821024617431,488.3680638722555,1
54.516853932584276,1.0,18.095238095238095,-1.0,-1.0,2
